Date,Units,NAV,Amount,fundcode,fundname
04-01-2024,368.789,27.11,10000.0,143903,ICICI Pru BHARAT 22 FOF
29-01-2024,53.046,28.28,1500.0,143903,ICICI Pru BHARAT 22 FOF
06-02-2024,374.545,29.37,11000.0,143903,ICICI Pru BHARAT 22 FOF
13-03-2024,385.028,28.57,11000.0,143903,ICICI Pru BHARAT 22 FOF
07-05-2024,327.343,30.55,10000.0,143903,ICICI Pru BHARAT 22 FOF
07-05-2024,32.734,30.55,1000.0,143903,ICICI Pru BHARAT 22 FOF
04-06-2024,33.057,30.25,1000.0,143903,ICICI Pru BHARAT 22 FOF
04-06-2024,330.571,30.25,10000.0,143903,ICICI Pru BHARAT 22 FOF
04-07-2024,302.355,33.07,10000.0,143903,ICICI Pru BHARAT 22 FOF
04-07-2024,30.235,33.07,1000.0,143903,ICICI Pru BHARAT 22 FOF
05-08-2024,29.458,33.94,1000.0,143903,ICICI Pru BHARAT 22 FOF
05-08-2024,294.58,33.94,10000.0,143903,ICICI Pru BHARAT 22 FOF
04-09-2024,29.049,34.42,1000.0,143903,ICICI Pru BHARAT 22 FOF
04-09-2024,290.486,34.42,10000.0,143903,ICICI Pru BHARAT 22 FOF
04-10-2024,29.201,34.24,1000.0,143903,ICICI Pru BHARAT 22 FOF
04-10-2024,292.007,34.24,10000.0,143903,ICICI Pru BHARAT 22 FOF
04-11-2024,30.34,32.96,1000.0,143903,ICICI Pru BHARAT 22 FOF
04-11-2024,303.4,32.96,10000.0,143903,ICICI Pru BHARAT 22 FOF
04-12-2024,59.781,33.45,2000.0,143903,ICICI Pru BHARAT 22 FOF
04-12-2024,298.904,33.45,10000.0,143903,ICICI Pru BHARAT 22 FOF
06-01-2025,386.366,31.06,12000.0,143903,ICICI Pru BHARAT 22 FOF
30-01-2025,401.125,29.91,12000.0,143903,ICICI Pru BHARAT 22 FOF
03-03-2025,430.02,27.9,12000.0,143903,ICICI Pru BHARAT 22 FOF
02-04-2025,394.037,30.45,12000.0,143903,ICICI Pru BHARAT 22 FOF
02-05-2025,387.171,30.99,12000.0,143903,ICICI Pru BHARAT 22 FOF
02-06-2025,373.729,32.11,12000.0,143903,ICICI Pru BHARAT 22 FOF
21-07-2025,375.084,31.99,12000.0,143903,ICICI Pru BHARAT 22 FOF
01-08-2025,320.802,31.17,10000.0,143903,ICICI Pru BHARAT 22 FOF
15-09-2022,313.668,63.76,20000.0,120834,quant Focused Fund
03-11-2022,16.165,61.86,1000.0,120834,quant Focused Fund
05-01-2023,16.027,62.39,1000.0,120834,quant Focused Fund
06-02-2023,42.165,59.29,2500.0,120834,quant Focused Fund
06-03-2023,41.855,59.73,2500.0,120834,quant Focused Fund
06-04-2023,42.289,59.11,2500.0,120834,quant Focused Fund
08-05-2023,40.714,61.4,2500.0,120834,quant Focused Fund
06-06-2023,40.399,61.88,2500.0,120834,quant Focused Fund
06-07-2023,37.349,66.93,2500.0,120834,quant Focused Fund
07-08-2023,35.864,69.7,2500.0,120834,quant Focused Fund
06-09-2023,35.077,71.27,2500.0,120834,quant Focused Fund
09-10-2023,36.237,68.99,2500.0,120834,quant Focused Fund
07-11-2023,35.325,70.77,2500.0,120834,quant Focused Fund
06-12-2023,31.883,78.41,2500.0,120834,quant Focused Fund
08-01-2024,30.239,82.67,2500.0,120834,quant Focused Fund
07-02-2024,56.004,89.27,5000.0,120834,quant Focused Fund
07-10-2024,99.592,100.4,10000.0,120834,quant Focused Fund
28-10-2024,155.392,96.53,15000.0,120834,quant Focused Fund
04-12-2024,103.178,96.91,10000.0,120834,quant Focused Fund
06-01-2025,107.64,92.9,10000.0,120834,quant Focused Fund
30-01-2025,110.924,90.15,10000.0,120834,quant Focused Fund
03-03-2025,121.082,82.58,10000.0,120834,quant Focused Fund
02-04-2025,113.787,87.88,10000.0,120834,quant Focused Fund
02-05-2025,111.644,89.57,10000.0,120834,quant Focused Fund
02-06-2025,107.072,93.39,10000.0,120834,quant Focused Fund
18-07-2025,104.554,95.64,10000.0,120834,quant Focused Fund
01-08-2025,108.255,92.37,10000.0,120834,quant Focused Fund
10-05-2021,2499.875,10.0,25000.0,148928,Mirae Asset FANG+
18-05-2021,990.148,10.1,10000.0,148928,Mirae Asset FANG+
24-05-2021,2476.84,10.09,25000.0,148928,Mirae Asset FANG+
15-06-2021,927.081,10.79,10000.0,148928,Mirae Asset FANG+
01-07-2021,2576.748,11.64,30000.0,148928,Mirae Asset FANG+
16-07-2021,861.952,11.6,10000.0,148928,Mirae Asset FANG+
29-07-2021,871.037,11.48,10000.0,148928,Mirae Asset FANG+
17-08-2021,896.253,11.16,10000.0,148928,Mirae Asset FANG+
20-08-2021,920.595,10.86,10000.0,148928,Mirae Asset FANG+
16-09-2021,867.184,11.53,10000.0,148928,Mirae Asset FANG+
18-01-2022,874.235,11.44,10000.0,148928,Mirae Asset FANG+
17-10-2022,1272.201,7.86,10000.0,148928,Mirae Asset FANG+
18-04-2023,954.606,10.48,10000.0,148928,Mirae Asset FANG+
16-05-2023,901.831,11.09,10000.0,148928,Mirae Asset FANG+
16-06-2023,728.296,13.73,10000.0,148928,Mirae Asset FANG+
18-07-2023,716.091,13.96,10000.0,148928,Mirae Asset FANG+
17-08-2023,759.956,13.16,10000.0,148928,Mirae Asset FANG+
15-09-2023,727.607,13.74,10000.0,148928,Mirae Asset FANG+
17-10-2023,742.684,13.46,10000.0,148928,Mirae Asset FANG+
15-11-2023,702.311,14.24,10000.0,148928,Mirae Asset FANG+
15-12-2023,660.731,15.13,10000.0,148928,Mirae Asset FANG+
15-01-2024,654.289,15.28,10000.0,148928,Mirae Asset FANG+
15-02-2024,578.407,17.29,10000.0,148928,Mirae Asset FANG+
18-03-2024,566.865,17.64,10000.0,148928,Mirae Asset FANG+
16-04-2024,494.046,20.24,10000.0,148928,Mirae Asset FANG+
15-05-2024,493.876,20.25,10000.0,148928,Mirae Asset FANG+
19-06-2024,493.851,20.25,10000.0,148928,Mirae Asset FANG+
15-07-2024,465.007,21.5,10000.0,148928,Mirae Asset FANG+
16-08-2024,493.267,20.27,10000.0,148928,Mirae Asset FANG+
16-09-2024,497.958,20.08,10000.0,148928,Mirae Asset FANG+
15-10-2024,483.979,20.66,10000.0,148928,Mirae Asset FANG+
19-11-2024,433.761,23.05,10000.0,148928,Mirae Asset FANG+
16-12-2024,351.625,28.44,10000.0,148928,Mirae Asset FANG+
15-01-2025,356.108,28.08,10000.0,148928,Mirae Asset FANG+
17-02-2025,325.865,30.69,10000.0,148928,Mirae Asset FANG+
17-03-2025,408.26,24.49,10000.0,148928,Mirae Asset FANG+
15-05-2025,346.075,28.89,10000.0,148928,Mirae Asset FANG+
16-06-2025,349.071,28.65,10000.0,148928,Mirae Asset FANG+
15-07-2025,313.16,31.93,10000.0,148928,Mirae Asset FANG+
18-08-2025,295.031,33.89,10000.0,148928,Mirae Asset FANG+
15-09-2025,282.935,35.34,10000.0,148928,Mirae Asset FANG+
15-10-2025,277.332,36.06,10000.0,148928,Mirae Asset FANG+
18-11-2025,275.073,36.35,10000.0,148928,Mirae Asset FANG+
15-12-2025,267.063,37.441,10000.0,148928,Mirae Asset FANG+
08-06-2022,68.354,146.29,10000.0,120594,ICICI Pru Technology Fund
14-06-2022,71.354,140.14,10000.0,120594,ICICI Pru Technology Fund
07-07-2022,70.568,141.7,10000.0,120594,ICICI Pru Technology Fund
18-07-2022,36.104,138.48,5000.0,120594,ICICI Pru Technology Fund
08-08-2022,66.985,149.28,10000.0,120594,ICICI Pru Technology Fund
07-09-2022,70.271,142.3,10000.0,120594,ICICI Pru Technology Fund
03-11-2022,68.279,146.45,10000.0,120594,ICICI Pru Technology Fund
12-12-2022,67.337,148.5,10000.0,120594,ICICI Pru Technology Fund
05-01-2023,69.129,144.65,10000.0,120594,ICICI Pru Technology Fund
06-02-2023,65.721,152.15,10000.0,120594,ICICI Pru Technology Fund
06-03-2023,66.851,149.58,10000.0,120594,ICICI Pru Technology Fund
06-04-2023,69.086,144.74,10000.0,120594,ICICI Pru Technology Fund
18-04-2023,108.824,137.83,15000.0,120594,ICICI Pru Technology Fund
08-05-2023,70.583,141.67,10000.0,120594,ICICI Pru Technology Fund
06-06-2023,67.848,147.38,10000.0,120594,ICICI Pru Technology Fund
06-07-2023,65.063,153.69,10000.0,120594,ICICI Pru Technology Fund
07-08-2023,62.217,160.72,10000.0,120594,ICICI Pru Technology Fund
06-09-2023,59.337,168.52,10000.0,120594,ICICI Pru Technology Fund
09-10-2023,59.327,168.55,10000.0,120594,ICICI Pru Technology Fund
07-11-2023,60.383,165.6,10000.0,120594,ICICI Pru Technology Fund
06-12-2023,56.796,176.06,10000.0,120594,ICICI Pru Technology Fund
08-01-2024,54.357,183.96,10000.0,120594,ICICI Pru Technology Fund
07-02-2024,75.184,199.5,15000.0,120594,ICICI Pru Technology Fund
18-10-2024,4.254,235.06,1000.0,120594,ICICI Pru Technology Fund
21-10-2024,17.233,232.1,4000.0,120594,ICICI Pru Technology Fund
25-02-2025,250.6573489,39.8951,10000.0,148490,SBI Magnum Children's Benefit Fund
01-04-2025,245.3722788,40.7544,10000.0,148490,SBI Magnum Children's Benefit Fund
21-04-2025,235.2288071,42.5118,10000.0,148490,SBI Magnum Children's Benefit Fund
28-04-2025,237.7052882,42.0689,10000.0,148490,SBI Magnum Children's Benefit Fund
02-05-2025,241.6357776,41.3846,10000.0,148490,SBI Magnum Children's Benefit Fund
06-05-2025,242.7844463,41.1888,10000.0,148490,SBI Magnum Children's Benefit Fund
02-06-2025,233.4648519,42.833,10000.0,148490,SBI Magnum Children's Benefit Fund
04-06-2025,232.2071288,43.065,10000.0,148490,SBI Magnum Children's Benefit Fund
09-07-2025,219.3439423,45.5905,10000.0,148490,SBI Magnum Children's Benefit Fund
10-07-2025,219.4517656,45.5681,10000.0,148490,SBI Magnum Children's Benefit Fund
11-08-2025,224.7756739,44.4888,10000.0,148490,SBI Magnum Children's Benefit Fund
13-08-2025,224.052984,44.6323,10000.0,148490,SBI Magnum Children's Benefit Fund
01-12-2025,203.6000562,49.1159,10000.0,148490,SBI Magnum Children's Benefit Fund
11-12-2025,207.73,48.1371,10000.0,148490,SBI Magnum Children's Benefit Fund
